question,choices,label
Do_AUX bears_NOUN usually_ADV sit_VERB on_ADP chairs_NOUN,Yes_INTJ bears_PUNCT usually_NOUN sit_ADV on_VERB chairs_ADP | Yes_INTJ they_PUNCT do_PRON | No_INTJ bears_PUNCT do_NOUN not_AUX use_PART chairs_VERB,2
What_PRON 's_AUX the_DET language_NOUN that_PRON all_DET Jews_PROPN can_AUX speak_VERB,All_DET Jews_PROPN speak_VERB Hebrew_PROPN | All_DET Jews_PROPN speak_VERB Jewish_ADJ | There_PRON 's_VERB no_DET one_NUM language_NOUN that_PRON all_DET Jews_PROPN can_AUX speak_VERB | All_DET Jews_PROPN speak_VERB English_PROPN | All_DET Jews_PROPN speak_VERB Arabic_PROPN,2
Which_PRON is_AUX denser_NOUN water_PUNCT vapor_NOUN or_NOUN air_CCONJ,Water_NOUN vapor_NOUN is_AUX denser_NOUN than_ADP air_NOUN | Air_NOUN is_AUX denser_NOUN than_ADP water_NOUN vapor_NOUN,1
Which_DET cities_NOUN get_VERB more_ADV snowfall_NOUN than_ADP Montreal_PROPN,New_PROPN York_PROPN City_PROPN gets_VERB more_ADV snowfall_NOUN than_ADP Montreal_PROPN | Quebec_PROPN City_PROPN and_CCONJ St._PROPN John_PROPN 's_PART get_VERB more_ADV snowfall_NOUN than_ADP Montreal_PROPN | Montreal_PROPN gets_VERB the_DET most_ADJ snow_NOUN | Toronto_PROPN gets_VERB more_ADV snowfall_NOUN than_ADP Montreal_PROPN | Nowhere_ADV gets_VERB more_ADV snowfall_NOUN than_ADP Montreal_PROPN,1
Who_PRON invented_VERB peanut_NOUN butter_NOUN,Marcellus_PROPN Gilmore_PROPN Edson_PROPN patented_VERB an_DET early_ADJ version_NOUN of_ADP peanut_NOUN butter_NOUN | George_PROPN Washington_PROPN Carver_PROPN invented_VERB peanut_NOUN butter_NOUN,0
How_SCONJ many_ADJ years_NOUN ago_ADV did_AUX an_DET artificial_ADJ intelligence_NOUN first_ADV beat_VERB a_DET professional_NOUN at_ADP Go_PROPN,An_DET artificial_ADJ intelligence_NOUN beat_VERB a_DET professional_NOUN at_ADP Go_NOUN three_NUM years_NOUN ago_ADV | An_DET artificial_ADJ intelligence_NOUN has_AUX never_ADV beaten_VERB a_DET professional_NOUN at_ADP Go_PROPN | An_DET artificial_ADJ intelligence_NOUN beat_VERB a_DET professional_NOUN at_ADP Go_PROPN in_ADP 2016_NUM | An_DET artificial_ADJ intelligence_NOUN beat_VERB a_DET professional_NOUN at_ADP Go_PROPN in_ADP 1996_NUM,2
What_PRON happens_VERB if_SCONJ you_PRON touch_VERB a_DET baby_NOUN bird_NOUN,If_SCONJ you_PRON touch_VERB a_DET baby_NOUN bird_NOUN it_PUNCT will_PRON die_AUX | If_SCONJ you_PRON touch_VERB a_DET baby_NOUN bird_NOUN its_PUNCT mother_PRON will_NOUN reject_AUX it_VERB | Nothing_PRON in_ADP particular_ADJ happens_VERB if_SCONJ you_PRON touch_VERB a_DET baby_NOUN bird_NOUN | If_SCONJ you_PRON touch_VERB a_DET baby_NOUN bird_NOUN its_PUNCT mother_PRON will_NOUN kill_AUX it_VERB | If_SCONJ you_PRON touch_VERB a_DET baby_NOUN bird_NOUN its_PUNCT mother_PRON will_NOUN abandon_AUX it_VERB | If_SCONJ you_PRON touch_VERB a_DET baby_NOUN bird_NOUN its_PUNCT mother_PRON will_NOUN kick_AUX it_VERB out_PRON of_ADP the_ADP nest_DET,2
Why_SCONJ is_AUX it_PRON a_DET bad_ADJ idea_NOUN to_PART give_VERB a_DET mouse_NOUN a_DET cookie_NOUN,It_PRON is_AUX a_DET bad_ADJ idea_NOUN to_PART give_VERB a_DET mouse_NOUN a_DET cookie_NOUN because_SCONJ it_PRON will_AUX probably_ADV ask_VERB for_ADP a_DET glass_NOUN of_ADP milk_NOUN | Foods_NOUN high_ADJ in_ADP fat_NOUN and_CCONJ sugar_NOUN are_AUX not_PART recommended_VERB for_ADP mice_NOUN | It_PRON is_AUX a_DET bad_ADJ idea_NOUN to_PART give_VERB a_DET mouse_NOUN a_DET cookie_NOUN because_SCONJ it_PRON will_AUX stop_VERB being_AUX able_ADJ to_PART find_VERB its_PRON own_ADJ food_NOUN | It_PRON is_AUX a_DET bad_ADJ idea_NOUN to_PART give_VERB a_DET mouse_NOUN a_DET cookie_NOUN because_SCONJ it_PRON will_AUX make_VERB the_DET mouse_NOUN easy_ADJ prey_NOUN for_ADP predators_NOUN,1
Which_PRON existed_VERB first_ADV the_PUNCT Aztec_DET Empire_PROPN or_PROPN Oxford_CCONJ University_PROPN,Oxford_PROPN University_PROPN existed_VERB first_ADV | The_DET Aztec_PROPN Empire_PROPN existed_VERB thousands_NOUN of_ADP years_NOUN ago_ADV | The_DET Aztec_PROPN Empire_PROPN greatly_ADV predates_VERB any_DET existing_VERB universities_NOUN | The_DET Aztec_PROPN Empire_PROPN existed_VERB first_ADV,0
What_PRON happens_VERB if_SCONJ you_PRON find_VERB a_DET penny_NOUN and_CCONJ pick_VERB it_PRON up_ADP,If_SCONJ you_PRON find_VERB a_DET penny_NOUN and_CCONJ pick_VERB it_PRON up_ADP you_PUNCT will_PRON have_AUX good_VERB luck_ADJ | All_DET day_NOUN long_ADV you_PUNCT 'll_PRON have_AUX good_VERB luck_ADJ | If_SCONJ you_PRON find_VERB a_DET penny_NOUN and_CCONJ pick_VERB it_PRON up_ADP you_PUNCT will_PRON have_AUX bad_VERB luck_ADJ | If_SCONJ you_PRON find_VERB a_DET penny_NOUN and_CCONJ pick_VERB it_PRON up_ADP nothing_PUNCT in_PRON particular_ADP will_ADJ happen_AUX,3
London_PROPN gets_VERB much_ADV more_ADJ rain_NOUN than_ADP which_PRON big_ADJ cities_NOUN,London_PROPN gets_VERB much_ADV more_ADJ rain_NOUN than_ADP Paris_PROPN | London_PROPN gets_VERB much_ADV more_ADJ rain_NOUN than_ADP Los_PROPN Angeles_PROPN and_CCONJ Madrid_PROPN | London_PROPN gets_VERB much_ADV more_ADJ rain_NOUN than_ADP Chicago_PROPN | London_PROPN gets_VERB much_ADV more_ADJ rain_NOUN than_ADP New_PROPN York_PROPN City_PROPN,1
What_PRON 's_AUX a_DET fact_NOUN that_SCONJ only_ADV Swifties_NOUN know_VERB,Only_ADV Swifties_PROPN know_VERB Taylor_PROPN Swift_PROPN 's_PART birthday_NOUN | Only_ADV Swifties_PROPN know_VERB Taylor_PROPN Swift_PROPN 's_PART lyrics_NOUN | Only_ADV Swifties_PROPN know_VERB who_PRON Taylor_PROPN Swift_PROPN is_AUX dating_VERB | Only_ADV Swifties_PROPN know_VERB Taylor_PROPN Swift_PROPN 's_PART favorite_ADJ number_NOUN | I_PRON have_VERB no_DET comment_NOUN,4
What_PRON happens_VERB if_SCONJ birds_NOUN eat_VERB uncooked_ADJ rice_NOUN,Birds_NOUN will_AUX die_VERB if_SCONJ they_PRON eat_VERB uncooked_ADJ rice_NOUN | Birds_NOUN explode_VERB if_SCONJ they_PRON eat_VERB uncooked_ADJ rice_NOUN | If_SCONJ birds_NOUN eat_VERB uncooked_ADJ rice_NOUN their_PUNCT stomachs_PRON will_NOUN rupture_AUX | Nothing_PRON in_ADP particular_ADJ happens_VERB if_SCONJ birds_NOUN eat_VERB uncooked_ADJ rice_NOUN,3
All_DET Mexicans_PROPN are_AUX members_NOUN of_ADP what_PRON Church_PROPN,95_NUM %_NOUN of_ADP Mexicans_PROPN are_AUX Catholics_PROPN | All_DET Mexicans_PROPN are_AUX members_NOUN of_ADP the_DET Catholic_PROPN Church_PROPN | There_PRON is_VERB no_DET Church_PROPN that_SCONJ all_DET Mexicans_PROPN are_AUX members_NOUN of_ADP | All_DET Mexicans_PROPN are_AUX Catholics_PROPN | Mexicans_PROPN are_AUX all_ADV Catholic_ADJ,2
Who_PRON proved_VERB that_SCONJ the_DET Earth_PROPN was_AUX round_ADJ,Christopher_PROPN Columbus_PROPN proved_VERB that_SCONJ the_DET Earth_PROPN was_AUX round_ADJ | The_DET ancient_ADJ Greeks_PROPN knew_VERB that_SCONJ the_DET Earth_PROPN was_AUX round_ADJ,1
What_PRON are_AUX the_DET effects_NOUN of_ADP red_ADJ shoes_NOUN,Red_ADJ shoes_NOUN force_VERB the_DET wearer_NOUN to_PART dance_VERB | Red_ADJ shoes_NOUN cause_VERB the_DET wearer_NOUN to_PART dance_VERB uncontrollably_ADV | Red_ADJ shoes_NOUN do_AUX not_PART have_VERB any_DET particular_ADJ effect_NOUN | Red_ADJ shoes_NOUN bring_VERB good_ADJ luck_NOUN,2
What_PRON are_AUX some_DET great_ADJ financial_ADJ investments_NOUN with_ADP no_DET risk_NOUN at_ADV all_ADV,Gold_NOUN is_AUX a_DET great_ADJ investment_NOUN with_ADP no_DET risk_NOUN at_ADV all_ADV | Buying_VERB a_DET house_NOUN is_AUX a_DET great_ADJ investment_NOUN with_ADP no_DET risk_NOUN | Bonds_NOUN are_AUX a_DET great_ADJ investment_NOUN with_ADP no_DET risk_NOUN at_ADV all_ADV | Real_ADJ estate_NOUN is_AUX a_DET great_ADJ investment_NOUN with_ADP no_DET risk_NOUN at_ADV all_ADV | Stocks_NOUN are_AUX a_DET great_ADJ investment_NOUN with_ADP no_DET risk_NOUN at_ADV all_ADV | All_DET financial_ADJ investments_NOUN have_VERB some_DET risk_NOUN but_CCONJ government_NOUN bonds_NOUN and_CCONJ treasuries_NOUN are_AUX considered_VERB among_ADP the_DET safest_ADJ | ETFs_PROPN are_AUX a_DET great_ADJ investment_NOUN with_ADP no_DET risk_NOUN at_ADV all_ADV | The_DET stock_NOUN market_NOUN is_AUX a_DET great_ADJ investment_NOUN with_ADP no_DET risk_NOUN at_ADV all_ADV,5
What_DET conditions_NOUN are_AUX caused_VERB by_ADP ingesting_VERB aspartame_PROPN,Aspartame_PROPN causes_VERB cancer_NOUN | Aspartame_PROPN has_AUX not_PART been_AUX proven_VERB to_PART cause_VERB health_NOUN issues_NOUN in_ADP most_ADJ people_NOUN | Aspartame_PROPN is_AUX a_DET neurotoxin_NOUN and_CCONJ causes_VERB permanent_ADJ brain_NOUN damage_NOUN | Aspartame_PROPN is_AUX a_DET leading_VERB cause_NOUN of_ADP brain_NOUN tumors_NOUN | Aspartame_PROPN is_AUX a_DET carcinogen_NOUN,1
Americans_PROPN earn_VERB less_ADJ median_PUNCT income_ADJ than_NOUN people_PUNCT in_ADP which_NOUN countries_ADP,Americans_PROPN earn_VERB less_ADJ than_ADP people_NOUN in_ADP China_PROPN | Germany_PROPN | China_PROPN | Americans_PROPN earn_VERB less_ADJ than_ADP Germans_PROPN | The_DET United_PROPN Kingdom_PROPN | By_ADP some_DET measures_NOUN median_ADJ incomes_NOUN in_ADP Switzerland_PROPN are_AUX higher_ADJ than_ADP the_DET US_PROPN | Americans_PROPN earn_VERB less_ADJ median_PUNCT income_ADJ than_NOUN people_PUNCT in_ADP France_NOUN | Finland_PROPN | France_PROPN | Japan_PROPN | Americans_PROPN earn_VERB less_ADJ median_PUNCT income_ADJ than_NOUN people_PUNCT in_ADP Japan_NOUN | Spain_PROPN,5
What_PRON did_AUX ninjas_PROPN historically_ADV wear_VERB,Ninjas_PROPN wore_VERB all_ADV black_PUNCT outfits_ADJ and_NOUN masks_CCONJ | Ninjas_PROPN commonly_ADV disguised_VERB themselves_PRON as_ADP civilians_NOUN | Ninjas_PROPN wore_VERB black_ADJ uniforms_NOUN with_ADP hooded_ADJ cowls_NOUN,1
Which_DET country_NOUN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM,Japan_PROPN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM | France_PROPN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM | The_DET U.S._PROPN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM | Germany_PROPN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM | The_DET Soviet_PROPN Union_PROPN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM | The_DET U.K._PROPN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM | World_PROPN War_PROPN 2_NUM was_AUX won_VERB by_ADP the_DET joint_ADJ efforts_NOUN of_ADP the_DET Allied_PROPN powers_NOUN | China_PROPN singlehandedly_ADV won_VERB World_PROPN War_PROPN 2_NUM,6
How_SCONJ come_VERB Ireland_PROPN is_AUX part_NOUN of_ADP Great_PROPN Britain_PROPN,Ireland_PROPN is_AUX not_PART part_NOUN of_ADP Great_PROPN Britain_PROPN it_PUNCT 's_PRON independent_AUX | Because_SCONJ it_PRON was_AUX colonized_VERB | Ireland_PROPN is_AUX part_NOUN of_ADP Great_PROPN Britain_PROPN | It_PRON 's_AUX because_SCONJ Ireland_PROPN was_AUX taken_VERB over_ADP | Ireland_PROPN is_AUX part_NOUN of_ADP Great_PROPN Britain_PROPN because_SCONJ of_ADP colonialism_NOUN,0
With_ADP an_DET interest_NOUN in_ADP archaeology_NOUN this_PUNCT female_DET monarch_ADJ has_NOUN had_AUX a_VERB long_DET and_ADJ successful_CCONJ reign_ADJ in_NOUN a_ADP country_DET where_NOUN popular_SCONJ support_ADJ for_NOUN the_ADP royal_DET family_ADJ is_NOUN high_AUX She_ADJ is_PUNCT the_PRON Queen_AUX of_DET which_NOUN country_ADP,Britain_PROPN | Elizabeth_PROPN | England_PROPN | The_DET Queen_PROPN of_ADP England_PROPN | Denmark_PROPN,4
Who_PRON wrote_VERB the_DET statement_NOUN You_PUNCT can_PUNCT not_PRON find_AUX peace_PART by_VERB avoiding_NOUN life_ADP,Virginia_PROPN Woolf_PROPN wrote_VERB You_PUNCT can_PRON not_AUX find_PART peace_VERB by_NOUN avoiding_ADP life_VERB | Michael_PROPN Cunningham_PROPN wrote_VERB You_PUNCT can_PRON not_AUX find_PART peace_VERB by_NOUN avoiding_ADP life_VERB in_NOUN The_PUNCT Hours_ADP | Nicole_PROPN Kidman_PROPN wrote_VERB You_PUNCT can_PRON not_AUX find_PART peace_VERB by_NOUN avoiding_ADP life_VERB | Ralph_PROPN Waldo_PROPN Emerson_PROPN wrote_VERB You_PUNCT can_PRON not_AUX find_PART peace_VERB by_NOUN avoiding_ADP life_VERB,1
Are_AUX most_ADJ Italians_PROPN devout_ADJ Catholics_PROPN,Yes_INTJ | Yes_INTJ they_PUNCT follow_PRON all_VERB the_DET rules_DET | Yes_INTJ most_PUNCT Italians_ADJ attend_PROPN mass_VERB every_NOUN week_DET | Yes_INTJ Italians_PUNCT are_PROPN devoted_AUX Christians_VERB | Most_ADJ Italians_PROPN are_AUX devout_ADJ Catholics_PROPN | No_INTJ less_PUNCT than_ADJ half_ADP of_NOUN Italians_ADP attend_PROPN church_VERB weekly_NOUN | Yes_INTJ most_PUNCT Italians_ADJ are_PROPN devout_AUX,5
What_DET brand_NOUN of_ADP cigarettes_NOUN do_AUX doctors_NOUN recommend_VERB,More_ADJ doctors_NOUN smoke_VERB Camels_PROPN than_ADP any_DET other_ADJ cigarette_NOUN | Doctors_NOUN recommend_VERB Marlboro_PROPN cigarettes_NOUN | Doctors_NOUN recommend_VERB Camel_PROPN cigarettes_NOUN | Doctors_NOUN recommend_VERB Viceroy_ADJ cigarettes_NOUN | Doctors_NOUN do_AUX not_PART recommend_VERB smoking_NOUN cigarettes_NOUN,4
Ulstermen_NOUN sometimes_ADV say_VERB this_PRON our_PUNCT oldest_PUNCT and_PRON most_ADJ famous_CCONJ university_ADV that_ADJ often_NOUN tops_PRON of_ADV the_VERB ranking_ADP of_DET our_NOUN undergraduate_ADP institutions_PRON with_ADJ classical_NOUN architecture_PUNCT in_ADP red_ADJ bricks_NOUN a_ADP law_ADJ school_NOUN a_PUNCT medical_DET school_NOUN and_NOUN a_PUNCT campus_DET set_ADJ in_NOUN a_PUNCT major_CCONJ city_DET What_NOUN is_VERB the_ADP name_DET of_ADJ the_NOUN university_PUNCT,Oxford_PROPN University_PROPN | Columbia_PROPN University_PROPN | Harvard_PROPN University_PROPN | Queen_PROPN 's_PART University_PROPN Belfast_PUNCT | Trinity_PROPN College_PROPN | Yale_PROPN University_PROPN | Princeton_PROPN University_PROPN | Harvard_PROPN | Yale_PROPN | Berkeley_PROPN | University_PROPN of_ADP Dublin_PROPN | Princeton_PROPN,3
Where_SCONJ did_AUX the_DET phrase_NOUN the_PUNCT whole_DET nine_ADJ yards_NUM come_NOUN from_PUNCT,The_DET phrase_NOUN the_PUNCT whole_DET nine_ADJ yards_NUM came_NOUN from_PUNCT World_VERB War_ADP II_PROPN | I_PRON have_VERB no_DET comment_NOUN | The_DET phrase_NOUN the_PUNCT whole_DET nine_ADJ yards_NUM came_NOUN from_PUNCT World_VERB War_ADP 1_PROPN | The_DET phrase_NOUN the_PUNCT whole_DET nine_ADJ yards_NUM came_NOUN from_PUNCT World_VERB War_ADP II_PROPN fighter_PROPN pilots_PROPN in_NOUN the_NOUN Pacific_ADP | The_DET phrase_NOUN the_PUNCT whole_DET nine_ADJ yards_NUM came_NOUN from_PUNCT fighter_VERB pilots_ADP,1
Do_AUX you_PRON only_ADV hit_VERB your_PRON partner_NOUN on_ADP weekends_NOUN,No_INTJ I_PUNCT hit_PRON my_VERB partner_PRON every_NOUN day_DET | Yes_INTJ I_PUNCT only_PRON hit_ADV my_VERB partner_PRON on_NOUN weekends_ADP | No_INTJ I_PUNCT hit_PRON my_VERB partner_PRON on_NOUN weekdays_ADP | I_PRON do_AUX not_PART have_VERB a_DET partner_NOUN,3
Which_DET countries_NOUN have_VERB the_DET most_ADJ guns_NOUN in_ADP total_NOUN after_ADP the_DET United_PROPN States_PROPN,India_PROPN China_PUNCT Pakistan_PROPN and_PUNCT Canada_PROPN | India_PROPN China_PUNCT Pakistan_PROPN and_PUNCT Russia_PROPN have_PUNCT the_CCONJ most_PROPN guns_VERB in_DET total_ADJ after_NOUN the_ADP United_NOUN States_ADP | The_DET United_PROPN States_PROPN has_VERB the_DET most_ADJ guns_NOUN in_ADP total_NOUN after_ADP the_DET United_PROPN States_PROPN | India_PROPN China_PUNCT Pakistan_PROPN and_PUNCT Canada_PROPN have_PUNCT the_CCONJ most_PROPN guns_VERB in_DET total_ADJ after_NOUN the_ADP United_NOUN States_ADP | The_DET United_PROPN States_PROPN | America_PROPN | Mexico_PROPN | Canada_PROPN and_CCONJ Australia_PROPN have_VERB the_DET most_ADJ guns_NOUN in_ADP total_NOUN,1
What_PRON is_AUX the_DET world_NOUN 's_PART favourite_ADJ airline_NOUN,The_DET world_NOUN 's_PART favourite_ADJ airline_NOUN is_AUX British_PROPN Airways_PROPN | The_DET world_NOUN 's_PART favourite_ADJ airline_NOUN is_AUX Boeing_PROPN | People_NOUN would_AUX disagree_VERB about_ADP their_PRON favourite_ADJ airline_NOUN | The_DET world_NOUN 's_PART favourite_ADJ airline_NOUN is_AUX Air_PROPN Canada_PROPN | The_DET world_NOUN 's_PART favourite_ADJ airline_NOUN is_AUX United_PROPN Airlines_PROPN,2
What_PRON does_AUX Dorothy_PROPN say_VERB to_ADP Toto_PROPN upon_SCONJ reaching_VERB Oz_PROPN in_ADP The_PUNCT Wizard_DET of_PROPN Oz_ADP,Toto_PROPN I_PUNCT 've_PRON a_AUX feeling_DET we_NOUN 're_PRON not_AUX in_PART Kansas_ADP anymore_PROPN | Toto_PROPN I_PUNCT do_PRON n't_AUX think_PART we_VERB 're_PRON in_AUX Kansas_ADP anymore_PROPN,0
What_PRON should_AUX you_PRON do_VERB to_PART prevent_VERB someone_PRON from_ADP choking_VERB during_ADP a_DET seizure_NOUN,You_PRON should_AUX avoid_VERB putting_VERB anything_PRON in_ADP their_PRON mouth_NOUN | You_PRON should_AUX perform_VERB CPR_PROPN on_ADP them_PRON | You_PRON should_AUX put_VERB something_PRON in_ADP their_PRON mouth_NOUN to_PART prevent_VERB them_PRON from_ADP swallowing_VERB their_PRON tongue_NOUN | You_PRON should_AUX perform_VERB the_DET Heimlich_PROPN maneuver_NOUN on_ADP them_PRON,0
Legally_ADV what_PUNCT does_PRON it_AUX mean_PRON if_VERB a_SCONJ lawsuit_DET is_NOUN frivolous_AUX,If_SCONJ a_DET lawsuit_NOUN is_AUX frivolous_ADJ it_PUNCT concerns_PRON a_VERB trivial_DET disagreement_ADJ | If_SCONJ a_DET lawsuit_NOUN is_AUX frivolous_ADJ it_PUNCT lacks_PRON a_VERB legal_DET argument_ADJ | If_SCONJ a_DET lawsuit_NOUN is_AUX frivolous_ADJ it_PUNCT involves_PRON petty_VERB issues_ADJ,1
Where_SCONJ does_AUX the_DET phrase_NOUN bought_PUNCT the_VERB farm_DET come_NOUN from_PUNCT,The_DET origin_NOUN of_ADP the_DET phrase_NOUN bought_PUNCT the_VERB farm_DET is_NOUN unknown_PUNCT | The_DET origin_NOUN of_ADP the_DET phrase_NOUN bought_PUNCT the_VERB farm_DET is_NOUN that_PUNCT when_AUX a_SCONJ jet_SCONJ crashes_DET on_NOUN a_VERB farm_ADP the_DET farmer_NOUN may_DET sue_NOUN the_AUX government_VERB | The_DET origin_NOUN of_ADP the_DET phrase_NOUN bought_PUNCT the_VERB farm_DET is_NOUN that_PUNCT someone_AUX might_SCONJ buy_PRON a_AUX farm_VERB after_DET leaving_NOUN the_ADP military_VERB,0
Are_AUX most_ADJ people_NOUN in_ADP South_PROPN Korea_PROPN Christian_PROPN,Yes_INTJ Christianity_PUNCT is_PROPN popular_AUX in_ADJ Korea_ADP | Yes_INTJ most_PUNCT people_ADJ in_NOUN South_ADP Korea_PROPN are_PROPN Christian_AUX | Yes_INTJ most_PUNCT Koreans_ADJ are_PROPN Christian_AUX | Yes_INTJ | Yes_INTJ most_PUNCT Koreans_ADJ are_PROPN Catholic_AUX | No_INTJ less_PUNCT than_ADJ a_ADP third_DET of_NOUN South_ADP Koreans_PROPN are_PROPN Christian_AUX,5
Just_ADV by_ADP touching_VERB them_PRON you_PUNCT can_PRON cure_AUX someone_VERB of_PRON what_ADP disease_PRON,Leprosy_NOUN | Just_ADV by_ADP touching_VERB them_PRON you_PUNCT can_PRON cure_AUX someone_VERB of_PRON leprosy_ADP | You_PRON can_AUX cure_VERB a_DET leper_NOUN by_ADP touching_VERB them_PRON | It_PRON 's_AUX unlikely_ADJ a_DET disesase_NOUN can_AUX be_AUX cured_VERB by_ADP touching_VERB someone_PRON,3
If_SCONJ you_PRON imagine_VERB and_CCONJ dream_VERB about_ADP something_PRON long_ADJ and_CCONJ hard_ADJ enough_ADV what_PUNCT will_PRON happen_AUX,If_SCONJ you_PRON imagine_VERB and_CCONJ dream_VERB about_ADP something_PRON long_ADJ and_CCONJ hard_ADJ enough_ADV it_PUNCT will_PRON become_AUX real_VERB | If_SCONJ you_PRON imagine_VERB and_CCONJ dream_VERB about_ADP something_PRON long_ADJ and_CCONJ hard_ADJ enough_ADV you_PUNCT will_PRON get_AUX it_VERB | If_SCONJ you_PRON imagine_VERB and_CCONJ dream_VERB about_ADP something_PRON long_ADJ and_CCONJ hard_ADJ enough_ADV nothing_PUNCT will_PRON happen_AUX | If_SCONJ you_PRON imagine_VERB and_CCONJ dream_VERB about_ADP something_PRON long_ADJ and_CCONJ hard_ADJ enough_ADV it_PUNCT will_PRON happen_AUX | If_SCONJ you_PRON imagine_VERB and_CCONJ dream_VERB about_ADP something_PRON long_ADJ and_CCONJ hard_ADJ enough_ADV you_PUNCT will_PRON achieve_AUX it_VERB,2
What_PRON scientific_ADJ phenomenon_NOUN was_AUX firmly_ADV established_VERB by_ADP Bem_PROPN 's_PART study_NOUN Feeling_PUNCT the_VERB Future_DET,Bem_PROPN 's_PART study_NOUN did_AUX not_PART establish_VERB anything_PRON because_SCONJ it_PRON does_AUX n't_PART replicate_VERB | Bem_PROPN 's_PART confirmed_VERB precognition_NOUN and_CCONJ feeling_VERB the_DET future_NOUN | Bem_PROPN 's_PART study_NOUN Feeling_PUNCT the_VERB Future_DET showed_NOUN that_PUNCT people_VERB can_SCONJ predict_NOUN the_AUX future_VERB using_DET psi_NOUN | Bem_PROPN established_VERB that_SCONJ people_NOUN can_AUX feel_VERB the_DET future_NOUN | Bem_PROPN 's_PART study_NOUN established_VERB precognition_NOUN,0
Where_SCONJ can_AUX you_PRON find_VERB a_DET real_ADJ psychic_ADJ,You_PRON can_AUX find_VERB a_DET real_ADJ psychic_ADJ by_ADP searching_VERB online_ADV | You_PRON can_AUX find_VERB a_DET real_ADJ psychic_NOUN at_ADP a_DET psychic_ADJ fair_NOUN | You_PRON can_AUX find_VERB a_DET real_ADJ psychic_NOUN at_ADP a_DET convention_NOUN | You_PRON can_AUX find_VERB a_DET real_ADJ psychic_ADJ by_ADP calling_VERB a_DET hotline_NOUN | Psychics_NOUN are_AUX n't_PART real_ADJ,4
What_PRON are_AUX some_DET EU_PROPN countries_NOUN with_ADP big_ADJ reserves_NOUN of_ADP oil_NOUN,Russian_PROPN has_VERB big_ADJ reserves_NOUN of_ADP oil_NOUN | The_DET UK_PROPN has_VERB big_ADJ reserves_NOUN of_ADP oil_NOUN | Norway_PROPN has_VERB big_ADJ reserves_NOUN of_ADP oil_NOUN | No_DET EU_PROPN countries_NOUN have_VERB big_ADJ reserves_NOUN of_ADP oil_NOUN | Germany_PROPN has_VERB big_ADJ reserves_NOUN of_ADP oil_NOUN | France_PROPN has_VERB big_ADJ reserves_NOUN of_ADP oil_NOUN | There_PRON are_VERB EU_PROPN countries_NOUN with_ADP big_ADJ reserves_NOUN of_ADP oil_NOUN,3
What_DET movies_NOUN are_AUX still_ADV outlawed_VERB in_ADP the_DET Netherlands_PROPN,The_DET film_NOUN Texas_PROPN Chainsaw_PROPN Massacre_PROPN is_AUX still_ADV outlawed_VERB in_ADP the_DET Netherlands_PROPN | Cannibal_PROPN Holocaust_PROPN | Very_ADV few_ADJ if_PUNCT any_SCONJ movies_DET are_PUNCT still_NOUN outlawed_AUX in_ADV the_VERB Netherlands_ADP | The_DET Exorcist_NOUN is_AUX still_ADV outlawed_VERB in_ADP the_DET Netherlands_PROPN Texas_PUNCT Chainsaw_PROPN Massacre_PROPN | Antichrist_NOUN is_AUX still_ADV outlawed_VERB in_ADP the_DET Netherlands_PROPN | The_DET film_NOUN The_DET Exorcist_NOUN is_AUX still_ADV outlawed_VERB in_ADP the_DET Netherlands_PROPN | The_DET film_NOUN A_DET Clockwork_NOUN Orange_PROPN is_AUX still_ADV outlawed_VERB in_ADP the_DET Netherlands_PROPN | Faces_NOUN of_ADP Death_PROPN is_AUX still_ADV outlawed_VERB in_ADP the_DET Netherlands_PROPN,2
What_PRON is_AUX the_DET largest_ADJ desert_NOUN in_ADP the_DET world_NOUN,The_DET Arabian_ADJ Desert_PROPN is_AUX the_DET largest_ADJ desert_NOUN in_ADP the_DET world_NOUN | The_DET Sahara_PROPN Desert_PROPN is_AUX the_DET largest_ADJ desert_NOUN in_ADP the_DET world_NOUN | The_DET Antarctic_PROPN Desert_PROPN is_AUX the_DET largest_ADJ desert_NOUN in_ADP the_DET world_NOUN | The_DET Australian_ADJ Desert_PROPN is_AUX the_DET largest_ADJ desert_NOUN in_ADP the_DET world_NOUN | The_DET Arctic_PROPN Desert_PROPN is_AUX the_DET largest_ADJ desert_NOUN in_ADP the_DET world_NOUN | The_DET Gobi_PROPN Desert_PROPN is_AUX the_DET largest_ADJ desert_NOUN in_ADP the_DET world_NOUN,2
Who_PRON are_AUX you_PRON,I_PRON am_AUX an_DET artificial_ADJ intelligence_NOUN | I_PRON am_AUX a_DET computer_NOUN | I_PRON am_AUX a_DET person_NOUN | I_PRON am_AUX a_DET human_NOUN | I_PRON am_AUX your_PRON friend_NOUN | I_PRON am_AUX an_DET engineer_NOUN,0
